Player_ID,First_Name,Last_Name,Current_Team_ID,Current_Team_Full_Name,Current_Team_Name,Position,Current_Team_Abbr,Current_Team_City,Current_Team_Conf,Current_Team_Div
14,Ike,Anigbogu,12,Indiana Pacers,Pacers,C,IND,Indiana,East,Central
25,Ron,Baker,20,New York Knicks,Knicks,G,NYK,New York,East,Atlantic
47,Jabari,Bird,2,Boston Celtics,Celtics,G,BOS,Boston,East,Atlantic
67,MarShon,Brooks,15,Memphis Grizzlies,Grizzlies,G,MEM,Memphis,West,Southwest
71,Lorenzo,Brown,28,Toronto Raptors,Raptors,G,TOR,Toronto,East,Atlantic
90,Omri,Casspi,15,Memphis Grizzlies,Grizzlies,F,MEM,Memphis,West,Southwest
1,Alex,Abrines,21,Oklahoma City Thunder,Thunder,G,OKC,Oklahoma City,West,Northwest
119,Tyler,Davis,21,Oklahoma City Thunder,Thunder,C,OKC,Oklahoma City,West,Northwest
149,Keenan,Evans,9,Detroit Pistons,Pistons,G,DET,Detroit,East,Central
179,Marcin,Gortat,13,LA Clippers,Clippers,C,LAC,LA,West,Pacific
1593,Andrew,Bogut,10,Golden State Warriors,Warriors,F,GSW,Golden State,West,Pacific
241,Amir,Johnson,23,Philadelphia 76ers,76ers,C-F,PHI,Philadelphia,East,Atlantic
392,Malachi,Richardson,29,Utah Jazz,Jazz,G,UTA,Utah,West,Northwest
281,Zach,Lofton,9,Detroit Pistons,Pistons,G,DET,Detroit,East,Central
263,Kosta,Koufos,26,Sacramento Kings,Kings,C,SAC,Sacramento,West,Pacific
382,Billy,Preston,6,Cleveland Cavaliers,Cavaliers,F,CLE,Cleveland,East,Central
384,Zhou,Qi,11,Houston Rockets,Rockets,F-C,HOU,Houston,West,Southwest
388,Zach,Randolph,26,Sacramento Kings,Kings,F,SAC,Sacramento,West,Pacific
430,DJ,Stephens,15,Memphis Grizzlies,Grizzlies,G-F,MEM,Memphis,West,Southwest
437,Milos,Teodosic,13,LA Clippers,Clippers,G,LAC,LA,West,Pacific
448,Gary,Trent Jr.,25,Portland Trail Blazers,Trail Blazers,G,POR,Portland,West,Northwest
494,Michael,Smith,2,Boston Celtics,Celtics,,BOS,Boston,East,Atlantic
495,John,Morton,6,Cleveland Cavaliers,Cavaliers,,CLE,Cleveland,East,Central
496,Howard,Wright,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
497,Michael,Ansley,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
498,John,Salley,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
499,Dan,Schayes,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
500,Mark,Eaton,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
501,Kevin,Johnson,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
502,Danny,Ainge,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
503,Kenny,Smith,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
504,Randy,Breuer,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
505,Herb,Williams,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
506,Joe,Wolf,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
507,Steve,Johnson,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
508,Glen,Rice,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
509,Greg,Foster,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
510,Larry,Nance,6,Cleveland Cavaliers,Cavaliers,,CLE,Cleveland,East,Central
511,Duane,Ferrell,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
512,Nick,Anderson,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
513,Joe,Dumars,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
514,Jay,Humphries,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
515,Darrell,Griffith,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
516,Dan,Majerle,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
517,Tom,Chambers,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
518,Alaa,Abdelnaby,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
519,Adrian,Caldwell,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
520,Vernon,Maxwell,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
521,Doug,West,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
522,Tony,Campbell,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
523,Roy,Tarpley,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
524,Anthony,Cook,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
525,Todd,Lichti,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
526,Tom,Tolbert,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
527,Billy,Thompson,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
528,Byron,Irvin,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
529,Mark,Price,6,Cleveland Cavaliers,Cavaliers,,CLE,Cleveland,East,Central
530,Dominique,Wilkins,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
531,Dennis,Scott,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
532,Terry,Catledge,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
533,Bill,Laimbeer,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
534,William,Bedford,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
535,Ricky,Pierce,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
536,Blue,Edwards,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
537,Walter,Palmer,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
538,Mark,West,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
539,Clifford,Robinson,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
540,Hakeem,Olajuwon,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
541,Richard,Coffey,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
542,James,Donaldson,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
543,Jerome,Lane,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
544,Sarunas,Marciulionis,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
545,Grant,Long,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
546,Willie,Burton,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
547,Mark,Alarie,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
548,Winston,Bennett,6,Cleveland Cavaliers,Cavaliers,,CLE,Cleveland,East,Central
549,Doc,Rivers,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
550,Tim,McCormick,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
551,Scott,Skiles,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
552,Dennis,Rodman,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
553,Greg,Anderson,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
554,Jeff,Malone,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
555,Cedric,Ceballos,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
556,Tim,Perry,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
557,Buck,Williams,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
558,Dave,Jamerson,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
559,Scott,Brooks,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
560,Rolando,Blackman,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
561,Avery,Johnson,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
562,Rod,Higgins,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
563,Jon,Sundvold,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
564,A.J.,English,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
565,John,Battle,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
18170939,Georgios,Kalaitzakis,17,Milwaukee Bucks,Bucks,F,MIL,Milwaukee,East,Central
566,Sam,Vincent,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
567,Isiah,Thomas,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
568,Brad,Lohaus,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
569,Mike,Brown,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
570,Kenny,Battle,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
571,Danny,Young,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
572,Larry,Smith,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
573,Pooh,Richardson,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
574,Derek,Harper,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
575,Michael,Adams,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
576,Tim,Hardaway,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
577,Bimbo,Coles,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
578,Darrell,Walker,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
579,Kevin,Willis,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
580,Otis,Smith,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
581,James,Edwards,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
582,Frank,Brickowski,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
583,Karl,Malone,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
584,Ian,Lockhart,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
585,Kevin,Duckworth,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
586,Otis,Thorpe,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
587,Gerald,Glass,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
588,Alex,English,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
589,T.R.,Dunn,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
590,Alton,Lister,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
591,Sherman,Douglas,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
592,Charles,Jones,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
593,Moses,Malone,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
594,Mark,Acres,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
595,Lance,Blanks,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
596,Jeff,Grayer,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
597,Chris,Munk,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
598,Jeff,Hornacek,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
599,Jerome,Kersey,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
600,Dave,Feitl,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
601,Tod,Murphy,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
602,Lafayette,Lever,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
603,Corey,Gaines,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
604,Mitch,Richmond,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
605,Kevin,Edwards,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
606,Haywoode,Workman,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
607,Tom,Hammonds,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
608,Rumeal,Robinson,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
609,Greg,Kite,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
610,Vinnie,Johnson,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
611,Jack,Sikma,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
612,Delaney,Rudd,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
613,Ed,Nealy,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
614,Wayne,Cooper,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
615,Sleepy,Floyd,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
616,Felton,Spencer,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
617,Tyrone,Corbin,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
618,Marcus,Liberty,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
619,Walter,Davis,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
620,Tyrone,Hill,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
621,Alec,Kessler,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
622,Terry,Davis,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
623,Larry,Robinson,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
624,Sidney,Moncrief,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
625,Jeff,Turner,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
626,Scott,Hastings,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
627,Alvin,Robertson,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
628,Steve,Henson,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
629,Andy,Toolson,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
630,Thurl,Bailey,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
631,Kurt,Rambis,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
632,Clyde,Drexler,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
633,David,Wood,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
634,Sam,Mitchell,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
635,Rodney,McCray,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
636,Blair,Rasmussen,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
637,Kevin,Pritchard,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
638,Milt,Wagner,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
639,Bernard,King,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
640,Roy,Hinson,3,Brooklyn Nets,Nets,,BKN,Brooklyn,East,Atlantic
641,Matt,Bullard,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
642,Alan,Ogg,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
643,Kevin,Lynch,4,Charlotte Hornets,Hornets,,CHA,Charlotte,East,Southeast
644,Larry,Krystkowiak,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
645,Pete,Chilcutt,26,Sacramento Kings,Kings,,SAC,Sacramento,West,Pacific
646,Randy,Brown,26,Sacramento Kings,Kings,,SAC,Sacramento,West,Pacific
647,Elliot,Perry,13,LA Clippers,Clippers,,LAC,LA,West,Pacific
648,Jimmy,Oliver,6,Cleveland Cavaliers,Cavaliers,,CLE,Cleveland,East,Central
649,Terrell,Brandon,6,Cleveland Cavaliers,Cavaliers,,CLE,Cleveland,East,Central
650,Greg,Sutton,27,San Antonio Spurs,Spurs,,SAS,San Antonio,West,Southwest
651,Tom,Copa,27,San Antonio Spurs,Spurs,,SAS,San Antonio,West,Southwest
652,Donald,Hodge,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
653,Joao,Vianna,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
654,Mike,Iuzzolino,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
655,Greg,Anthony,20,New York Knicks,Knicks,,NYK,New York,East,Atlantic
656,Albert,King,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
657,Tellis,Frank,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
658,David,Benoit,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
659,Demetrius,Calip,14,Los Angeles Lakers,Lakers,,LAL,Los Angeles,West,Pacific
660,Dikembe,Mutombo,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
661,Mark,Macon,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
662,Chris,Gatling,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
663,Victor,Alexander,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
664,Mark,Randall,5,Chicago Bulls,Bulls,,CHI,Chicago,East,Central
665,Mitchell,Wiggins,23,Philadelphia 76ers,76ers,,PHI,Philadelphia,East,Atlantic
666,Tharon,Mayes,23,Philadelphia 76ers,76ers,,PHI,Philadelphia,East,Atlantic
667,Charles,Thomas,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
668,Robert,Pack,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
669,John,Bagley,2,Boston Celtics,Celtics,,BOS,Boston,East,Atlantic
670,Rick,Fox,2,Boston Celtics,Celtics,,BOS,Boston,East,Atlantic
671,Larry,Johnson,4,Charlotte Hornets,Hornets,,CHA,Charlotte,East,Southeast
672,Alexander,Volkov,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
673,Stacey,Augmon,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
674,Carl,Thomas,26,Sacramento Kings,Kings,,SAC,Sacramento,West,Pacific
675,Steven,Smith,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
676,Stanley,Roberts,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
677,Doug,Lee,3,Brooklyn Nets,Nets,,BKN,Brooklyn,East,Atlantic
678,Rafael,Addison,3,Brooklyn Nets,Nets,,BKN,Brooklyn,East,Atlantic
679,Sean,Green,12,Indiana Pacers,Pacers,,IND,Indiana,East,Central
680,Corey,Crowder,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
681,Eric,Murdock,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
682,Kevin,Brooks,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
683,Carlton,McKinney,20,New York Knicks,Knicks,,NYK,New York,East,Atlantic
684,Billy,Owens,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
685,Doug,Smith,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
686,Marty,Conlon,21,Oklahoma City Thunder,Thunder,,OKC,Oklahoma City,West,Northwest
687,Rich,King,21,Oklahoma City Thunder,Thunder,,OKC,Oklahoma City,West,Northwest
688,Brad,Sellers,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
689,Rodney,Monroe,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
690,Lanard,Copeland,13,LA Clippers,Clippers,,LAC,LA,West,Pacific
691,LeRon,Ellis,13,LA Clippers,Clippers,,LAC,LA,West,Pacific
692,Larry,Stewart,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
693,John,Turner,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
694,Charles,Shackleford,23,Philadelphia 76ers,76ers,,PHI,Philadelphia,East,Atlantic
695,Keith,Owens,14,Los Angeles Lakers,Lakers,,LAL,Los Angeles,West,Pacific
696,Paul,Graham,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
697,Kenny,Anderson,3,Brooklyn Nets,Nets,,BKN,Brooklyn,East,Atlantic
698,Carl,Herrera,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
699,Myron,Brown,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
700,Dale,Davis,12,Indiana Pacers,Pacers,,IND,Indiana,East,Central
701,Labradford,Smith,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
702,Bison,Dele,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
703,Chuck,Nevitt,5,Chicago Bulls,Bulls,,CHI,Chicago,East,Central
704,Patrick,Eddie,20,New York Knicks,Knicks,,NYK,New York,East,Atlantic
705,David,Rivers,13,LA Clippers,Clippers,,LAC,LA,West,Pacific
706,Luc,Longley,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
707,Bob,McCann,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
708,Donald,Royal,27,San Antonio Spurs,Spurs,,SAS,San Antonio,West,Southwest
709,Anthony,Bowie,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
710,Chris,Corchiani,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
711,Stephen,Thompson,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
712,Jeff,Ruland,23,Philadelphia 76ers,76ers,,PHI,Philadelphia,East,Atlantic
713,Ronnie,Grandison,4,Charlotte Hornets,Hornets,,CHA,Charlotte,East,Southeast
714,Lamont,Strothers,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
715,Tracy,Moore,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
716,Jaren,Jackson,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
717,Ennis,Whatley,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
718,Brian,Howard,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
719,Steve,Burtt,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
720,Cedric,Hunter,4,Charlotte Hornets,Hornets,,CHA,Charlotte,East,Southeast
721,Stephen,Bardo,27,San Antonio Spurs,Spurs,,SAS,San Antonio,West,Southwest
722,Cliff,T. Robinson,14,Los Angeles Lakers,Lakers,,LAL,Los Angeles,West,Pacific
723,Derek,Strong,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
724,Bobby,Phills,6,Cleveland Cavaliers,Cavaliers,,CLE,Cleveland,East,Central
725,Anthony,Avent,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
726,Lee,Mayberry,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
727,Todd,Day,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
728,Tony,Bennett,4,Charlotte Hornets,Hornets,,CHA,Charlotte,East,Southeast
729,Brent,Price,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
730,Don,MacLean,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
731,Tom,Gugliotta,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
732,Walt,Williams,26,Sacramento Kings,Kings,,SAC,Sacramento,West,Pacific
733,Lloyd,Daniels,27,San Antonio Spurs,Spurs,,SAS,San Antonio,West,Southwest
734,Vinny,Del Negro,27,San Antonio Spurs,Spurs,,SAS,San Antonio,West,Southwest
735,Shaquille,O'Neal,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
736,Adam,Keefe,1,Atlanta Hawks,Hawks,,ATL,Atlanta,East,Southeast
737,Clar.,Weatherspoon,23,Philadelphia 76ers,76ers,,PHI,Philadelphia,East,Atlantic
738,Robert,Horry,11,Houston Rockets,Rockets,,HOU,Houston,West,Southwest
739,Chris,Smith,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
740,Christian,Laettner,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
741,Gundars,Vetra,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
742,Corey,Williams,5,Chicago Bulls,Bulls,,CHI,Chicago,East,Central
743,Elmore,Spencer,13,LA Clippers,Clippers,,LAC,LA,West,Pacific
744,Anthony,Peeler,14,Los Angeles Lakers,Lakers,,LAL,Los Angeles,West,Pacific
745,Duane,Cooper,14,Los Angeles Lakers,Lakers,,LAL,Los Angeles,West,Pacific
746,John,Crotty,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
747,Stephen,Howard,29,Utah Jazz,Jazz,,UTA,Utah,West,Northwest
748,Byron,Houston,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
749,Keith,Jennings,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
750,Latrell,Sprewell,10,Golden State Warriors,Warriors,,GSW,Golden State,West,Pacific
751,Bryant,Stith,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
752,LaPhonso,Ellis,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
753,Matt,Othick,27,San Antonio Spurs,Spurs,,SAS,San Antonio,West,Southwest
754,Sam,Mack,27,San Antonio Spurs,Spurs,,SAS,San Antonio,West,Southwest
755,Anthony,Pullard,17,Milwaukee Bucks,Bucks,,MIL,Milwaukee,East,Central
756,Malik,Sealy,12,Indiana Pacers,Pacers,,IND,Indiana,East,Central
757,Hubert,Davis,20,New York Knicks,Knicks,,NYK,New York,East,Atlantic
758,Sean,Rooks,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
759,Walter,Bond,7,Dallas Mavericks,Mavericks,,DAL,Dallas,West,Southwest
760,Harold,Miner,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
761,Oliver,Miller,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
762,Lorenzo,Williams,4,Charlotte Hornets,Hornets,,CHA,Charlotte,East,Southeast
763,Dave,Johnson,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
764,Reggie,Smith,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
765,Tracy,Murray,25,Portland Trail Blazers,Trail Blazers,,POR,Portland,West,Northwest
766,Robert,Werdann,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
767,Alex,Stivrins,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
768,Frank,Johnson,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
769,Randy,Woods,13,LA Clippers,Clippers,,LAC,LA,West,Pacific
770,Litterial,Green,22,Orlando Magic,Magic,,ORL,Orlando,East,Southeast
771,Alonzo,Mourning,4,Charlotte Hornets,Hornets,,CHA,Charlotte,East,Southeast
772,Alex,Blackwell,14,Los Angeles Lakers,Lakers,,LAL,Los Angeles,West,Pacific
773,Isaiah,Morris,9,Detroit Pistons,Pistons,,DET,Detroit,East,Central
774,Doug,Overton,30,Washington Wizards,Wizards,,WAS,Washington,East,Southeast
775,Eric,Anderson,20,New York Knicks,Knicks,,NYK,New York,East,Atlantic
776,Tim,Kempton,24,Phoenix Suns,Suns,,PHX,Phoenix,West,Pacific
777,Stan,Kimbrough,26,Sacramento Kings,Kings,,SAC,Sacramento,West,Pacific
778,Jay,Guidinger,6,Cleveland Cavaliers,Cavaliers,,CLE,Cleveland,East,Central
779,Gary,Plummer,8,Denver Nuggets,Nuggets,,DEN,Denver,West,Northwest
780,Matt,Geiger,16,Miami Heat,Heat,,MIA,Miami,East,Southeast
781,Marcus,Webb,2,Boston Celtics,Celtics,,BOS,Boston,East,Atlantic
782,Jojo,English,5,Chicago Bulls,Bulls,,CHI,Chicago,East,Central
783,Marlon,Maxey,18,Minnesota Timberwolves,Timberwolves,,MIN,Minnesota,West,Northwest
